title,num_en_stopword,num_long_vn_word,num_major_word,num_not_alphabet_word,num_only_one_letter,num_other_word,num_short_vn_word,views_count
Tấn công DDos: các loại tấn công và cách phòng ngừa,0,362,36,0,1,41,101,772
Redux là gì và tại sao cần dùng Redux?,13,79,134,0,3,27,29,7514
Phân biệt giữa setNeedsLayout và LayoutIfNeeded trong Swift,2,127,39,0,0,36,57,672
Synchronous và Asynchronous trong JavaScript,2,148,56,2,2,16,127,2217
Blockchain là gì? Công nghệ Blockchain là gì?,3,533,128,18,11,41,233,919
Hai lỗi cơ bản mà Tester thường hay gặp phải.,6,141,12,7,1,20,86,671
Giới thiệu cơ bản- Big Data Testing,0,19,9,0,0,9,7,210
Android Room Persistence Library,2,54,148,0,0,24,45,524
Drawing Functions in OpenCV,1,96,12,0,2,40,119,1609
Tìm hiểu về Junit trong kiểm thử tự động,5,194,160,0,2,138,99,1265
20 ví dụ dễ hiều về crontab trên hệ điều hành Linux,9,114,94,10,2,25,98,1461
Monitoring Project,0,507,15,12,0,24,66,432
Xây dựng UI với Flutter,0,174,112,0,0,23,67,3206
Tất cả những gì bạn cần biết khi bắt đầu với lập trình hướng đối tượng.,4,228,118,0,3,48,118,1263
SASS/SCSS là gì? Tìm hiểu cách viết CSS bằng SASS/SCSS,0,94,141,1,11,50,103,19777
TÌM HIỂU VỀ HỆ THỐNG PHÁT HIỆN XÂM NHẬP OSSEC (Phần I),1,505,109,5,4,146,168,2737
4 Wh-question cơ bản trong Testing.,9,151,26,0,0,7,39,126
Kiểm thử UI/UX: Tổng hợp những điều cần lưu ý (Phần 1),4,342,101,0,1,52,180,956
Sự khác nhau giữa http và https,1,188,101,1,1,12,48,4491
Giới thiệu về Regular Expressions,24,200,113,0,23,88,191,295
Remote Server Automation and Deployment with Capistrano,10,73,51,6,1,62,22,50
Instance và Object trong VUE.JS (Part 2),0,91,62,6,1,12,39,354
Agile Testing - Workproducts & Kanban,3,227,240,0,1,144,64,170
Script query và script sort trong Elasticsearch,0,26,62,0,0,6,41,537
Ruby lexical structure,4,76,33,4,1,28,71,80
Tăng tốc độ trang web sử dụng laravel với object caching,0,263,140,0,2,35,293,3573
Một số kỹ thuật cơ bản trong Rails (Phần 1),1,86,82,4,2,25,87,416
Gợi ý tìm kiếm với ajax trong Laravel,0,76,85,0,1,41,48,7546
9 lí do để học python,0,191,87,2,3,30,62,394
Form Request Validation trong Laravel.,27,39,101,0,6,38,88,7884
Tối ưu hóa các truy vấn Eloquent để giảm mức tiêu thụ bộ nhớ,3,82,64,0,0,26,40,974
UI/UX Best Practice: Hướng dẫn từng bước về quy trình thiết kế ứng dụng chế độ ăn cho thú cưng,4,486,32,0,0,51,239,3249
Lưu ý với Laravel validation,2,56,113,0,0,33,43,2327
15 String Methods được sử dụng phổ biến nhất trong JavaScript,1,288,52,0,9,76,263,4167
Tìm hiểu ReactiveX,6,239,348,2,8,100,244,1013
Realtime notification giữa server rails api và web client sử dụng gem pusher,0,31,31,0,0,7,18,307
Hiểu về Asynchronous JavaScript,1,166,94,0,1,12,194,2315
Tạo bài viết trên trang facebook từ Rails app,7,52,88,4,0,22,77,156
Tìm hiểu AngularJS,1,213,108,0,0,22,70,628
5 lỗi thường mặc phải khi sử dụng Architecture Components,0,90,93,0,0,40,36,553
Các câu lệnh truy vấn thường được sử dụng trong SQL phần 1,3,50,16,0,0,10,44,2428
Tìm hiểu về Regular Expression,0,66,38,0,8,22,62,558
Swift - Quá nhiều Model quá nhiều request function. Khỏi lo đã có Generics,1,35,52,1,1,8,32,271
Những cái mới trong Angular 7,2,113,60,0,1,39,75,4074
Rails concerns,3,141,49,0,0,49,48,89
Làm quen 1 chút với Docker,0,66,26,0,7,8,36,208
Web Session làm việc như thế nào ?,0,213,76,6,6,31,69,3050
Đa ngôn ngữ với Laravel và Vuejs,0,32,52,0,0,7,33,999
Performance Best Practice: Cải tiến performance của trang web xem phim Netflix,0,357,158,0,6,62,181,857
Active Storage In Rails 5.2,2,44,69,0,3,33,48,364
Bảo mật ứng dụng web: Tổng quan về HTTP,2,346,217,0,9,27,194,558
Nguyên tắc thiết kế SOLID - Single Responsibility Principle,7,74,23,0,2,16,21,297
Tạo SSL Certificate Authority cho HTTPS trên local,1,91,115,0,2,68,69,6134
[Question] Làm thế nào để luôn cập nhật kiến thức trong lĩnh vực Machine Learning?,10,231,150,0,15,130,118,4848
Chuẩn hóa Unicode trong Ruby,0,71,17,14,1,37,29,143
Hướng dẫn về Docker Selenium Tutorial: Cách tích hợp Selenium Grid với Docker,10,178,515,19,10,94,133,806
Tạo Authentication riêng để check đăng nhập  trong Laravel.,1,121,131,0,7,53,91,12226
Những điều có thể bạn chưa biết trong Ruby,4,76,98,0,5,30,42,107
UI Best Practice: Cách thiết kế một phần mềm phức tạp,1,485,34,2,0,21,124,860
PHP PHP 7.4: Preload - Tốc độ bàn thờ cho PHP,2,244,109,28,0,90,146,946
Implementing Observer Pattern in Ruby,4,55,51,0,2,28,21,134
Performance Best Practice: Cải thiện hiệu năng trang web Tinder.com,1,332,267,0,22,124,202,1584
"Small benchmark to compare performance of PHP, NodeJS and Golang",9,0,27,0,7,19,0,637
Bài 25 - Tạo các khối hình học bằng CSS3 (phần 2),0,36,19,0,5,10,24,588
Tìm hiểu về VueX,3,34,62,1,0,10,25,662
Tạo ứng dụng Calculator với ReactJS (Part 2),1,75,77,0,3,11,57,642
Tạo ứng dụng Calculator với ReactJS (Part 1),0,92,20,0,3,16,29,491
Xây dựng ứng dụng đơn giản với Laravel và Nuxt.js sử dụng GraphQL (Phần 3),0,31,49,0,1,6,34,567
Một số chức năng mới của Viblo các bạn nên dùng thử,4,50,40,0,3,47,43,959
"StickerJS, Intense Image JS và TwentyTwenty JS",5,35,57,0,0,27,48,162
"Xây dựng ứng dụng CRUD với Nodejs, Typescript và MongoDB - Phần 1",2,135,117,0,1,15,76,3045
Laravel mix là gì? Tại sao nên dùng? Dùng như thế nào?,6,111,89,1,0,32,56,5242
Tìm hiểu Inline function trong Kotlin,3,76,164,0,0,31,80,1500
Laravel Mail: Học tỏ tình phong cách Dev,2,45,31,0,2,35,80,693
Viết Repository Sạch Hơn Trong Laravel,0,127,91,0,0,9,81,2209
HTTP request trong Ruby,19,49,113,0,2,66,41,406
Validate Request Trong Laravel,1,92,42,2,0,19,63,1856
"Một số lệnh hay ho của ""console""",10,40,52,0,0,22,54,1626
Tớ đã sử dụng Sublime Text như thế nào,1,75,94,0,4,42,91,4012
[BackEnd] Build Project Với Laravel - Vuejs,15,92,183,0,2,83,86,7191
Lý thuyết về mạng Bayes và ứng dụng vào bài toán lọc thư rác,8,556,94,21,39,195,413,5751
Rails generators  (P1),0,31,38,0,1,2,17,67
Kiểm tra tự động Robotium cho Android - Phần I,5,302,127,2,3,135,98,1254
5 helpers hữu ích mà bạn có thể ít dùng trong Laravel,0,45,76,0,0,39,38,371
Một số hàm hữu ích  để xử lý mảng trong Javascript,1,212,37,0,0,10,176,6735
Realm database trong iOS,2,129,212,12,11,145,110,2543
3 Best Chat App Solutions to Build Your Own WhatsApp like App,309,1,199,3,32,388,0,854
Tìm hiểu Lightnigh Network là gì? Cơ chế hoạt động Lightnigh Network thế nào?,0,211,48,3,0,61,148,241
Tìm hiểu về thư viện dask trong python,4,52,83,0,3,63,37,433
Vuejs: Tạo thành phần dialog tái sử dụng nhiều lần,0,87,64,0,3,56,42,807
Sử dụng hiệu quả Composer Command Line - Management Commands,0,57,58,0,0,31,37,901
Xây dựng chatbot tự động chat trên Chatwork với Chatterbot và Django,4,259,213,0,0,63,133,2888
Sử dụng Python để thao tác với Docker.,1,99,145,0,1,22,55,613
[NodeJS] Bắt đầu với Authentication,10,68,96,0,1,44,37,4538
Kho dữ liệu và khai phá dữ liệu (tiếp),3,210,21,0,2,25,67,1200
Đa ngôn ngữ trong Android,0,32,15,0,0,16,20,125
[Paper Explained] Product Quantization for Approximate Nearest Neighbor Search,35,214,157,0,70,172,174,639
Authorization trong Laravel,7,107,87,0,2,35,50,797
iOS - Content hugging và content compression resistance priorities,6,96,177,0,4,85,120,723
Xây dựng mạng Unet cho bài toán Segmentation,0,95,47,0,2,93,94,2370
Những ưu điểm nổi bật nhất của công nghệ Blockchain,0,94,9,0,0,0,19,612
Công nghệ Blockchain có thể cách mạng hóa ngành nông nghiệp như thế nào?,0,247,27,0,0,11,76,257
Ways speed up performance React Native,19,174,215,3,4,84,134,2012
Giới thiệu Celery,1,58,43,0,0,25,31,1884
Một số thuật ngữ cơ bản trong công nghệ Blockchain bạn nên biết,3,345,94,52,0,92,170,451
[Chia sẻ] Hiệu ứng Page Flip,23,27,17,5,4,28,32,121
Nâng cao trình viết CSS,9,113,101,1,1,43,76,2007
Xây dựng một RESTful JSON API đơn giản với Rails,0,71,126,0,1,22,45,735
Ruby 2.6 có gì mới?,1,35,32,0,18,15,16,126
Feature toggle trong Rails app,0,28,22,0,0,14,6,123
Docker - Từ lý thuyết đến thực hành (Phần 1),2,86,127,0,2,39,84,946
Sử dụng Docker trên macOS.,2,87,159,0,1,38,57,2513
"Bạn biết gì về Laravel  Queue, phải chăng ""Đợi chờ là hạnh phúc""",0,71,41,2,0,31,63,493
6 Best UI Design Principles to Develop Mobile Applications,440,0,219,7,17,310,0,159
Áp dụng CI/CD vào project của bạn (P2),1,149,194,0,3,60,196,454
Contalog – An All-in-One Order and Inventory Management Software,148,0,134,4,13,194,0,66
Tự mua Linux  Server và deploy một project Laravel,2,126,173,0,3,75,153,1921
Tìm hiểu về LayoutInflater trong Android,2,93,128,0,0,85,54,7064
Câu chuyện viết App:  App thời vụ:    Viết trong 1 ngày - Dùng trong 1 ngày - Đạt hơn 6.000 lượt download,2,101,84,1,3,37,86,1718
Docker - Công cụ hỗ trợ đắc lực cho developer,54,154,177,1,3,71,144,1894
Component - Trái tim của ReactJS,0,54,97,0,3,11,39,398
Ứng dụng công nghệ Blockchain thay đổi ngành y tế như thế nào?,0,229,19,1,3,10,53,531
Custom UI Master Class: Infinite Paging Scroll View,3,49,51,1,0,32,40,167
JSX trong ReactJS,3,56,97,1,1,10,52,1177
CORS là gì?,4,76,137,0,0,36,59,155
Xử lý việc tùy chỉnh UIColors với cách chính xác trong iOS,1,50,29,2,0,41,37,200
Safari Autofill Password Brilliant New Feature in iOS,125,0,135,14,6,135,0,103
WHAT IS NETWORK ENGINEER?,50,0,36,1,4,55,0,104
Cách sử dụng Rspec Mocks,0,104,55,0,0,33,61,185
Cloud API: Detect objects from any image,441,9,393,0,38,403,0,332
Rails validation và multi-pages form,0,88,79,0,0,7,92,139
Ứng dụng của công nghệ Blockchain trong lĩnh vực giáo dục,1,244,24,3,0,9,44,1708
Keypath trong Swift,2,52,53,0,0,25,51,178
"Deploy ứng dụng Machine learning lên Web server. Phần 5: Tạo Website với Codeigniter, AdminLTE",1,57,65,0,4,25,51,815
Android Mock Api Response,1,20,35,0,0,12,14,405
Rebase và merge khác nhau như nào qua quan điểm của một comtor,1,54,58,0,2,35,75,2462
Idiomatic Ruby: Viết code 1 cách đẹp hơn!,19,118,85,5,1,31,57,218
Static factory methods in Swift,3,110,102,0,0,20,47,357
Sử dụng pointer-events giả quyết một số bài toán css,0,38,17,0,0,18,31,1820
Các cấu hình cần thiết cho một dự án React Native,0,76,104,0,0,13,60,1530
Có một đam mê với tên gọi : farm rep trên stackoverflow,2,94,24,0,1,21,88,287
Iris Data Analysis và Machine Learning (Python),0,36,14,0,1,12,17,1175
Tìm Hiểu Về BottomAppBar Trong Material Components Của Android,0,30,23,0,0,30,22,687
Sử dụng gem Resque để chạy background jobs,0,126,82,0,1,50,87,312
Deploy ứng dụng Machine learning lên Web server. Phần 4: Dự báo giá coin với LSTM - Keras - Python,6,150,124,0,9,125,143,1797
React Native + Firebase + Redux Saga,2,37,118,0,6,21,37,952
Một số truy vấn hữu ích trong Laravel,7,120,37,0,3,18,122,3614
Tìm hiểu về chuẩn hóa cơ sở dữ liệu,3,291,23,4,23,261,259,352
Deploy ứng dụng Machine learning lên Web server. Phần 3: Crawl dữ liệu từ sàn Binance.com,4,41,70,0,17,47,39,1170
"Deploy ứng dụng Machine learning lên Web server. Phần 2: Tạo Web server, MySQL với Google Cloud Platform",2,21,136,0,5,70,38,1151
[JAVASCRIPT] JavaScript hoạt động như thế nào?,2,57,71,0,1,18,75,978
Deploy ứng dụng Machine learning lên Web server. Phần 1: Giới thiệu,1,102,66,0,0,38,68,2164
Spring Converters Và Formatters,0,72,47,0,0,49,38,377
Đôi điều tâm sự của một PQA,0,221,38,2,0,42,57,375
Biểu thức điều kiện trong Javascript,5,226,61,0,0,37,182,2071
Quản lý Version của một đối tượng trong Hibernate và Java,0,44,90,0,6,12,37,250
Một số điểm mới trong JDK 11,1,36,41,0,1,67,31,950
Multithreading  - IOS Multithreading (part 1),5,168,56,0,3,28,101,579
Crawl lyric 100 bài hát hot nhất Zing mp3 với Nodejs và Puppeteer,0,41,70,0,5,30,76,1601
Tìm Hiểu Rõ Về Máy Ảnh và Những Khái Niệm Dễ Nhầm Lẫn,0,165,19,6,11,52,117,91
Tích Hợp Google Analytics Page Tracking,15,70,87,0,2,55,50,158
Alias method và Custom callback trong Rails,1,93,131,0,0,10,52,178
Thế nào là một Callback Function trong JavaScript,2,56,121,1,2,21,101,4490
Xây dựng ứng dụng đơn giản với Laravel và Nuxt.js sử dụng GraphQL (Phần 2),8,40,66,0,2,26,36,374
Hướng dẫn tạo một app thời tiết cơ bản dùng JSON và WatchKit,3,83,89,6,0,56,68,647
Sử dụng debugger của browser thay cho console.log(),6,68,91,1,0,49,80,1099
Xây dựng ứng dụng đơn giản với Laravel và Nuxt.js sử dụng GraphQL (Phần 1),23,73,121,0,7,50,50,635
Phân loại văn bản tự động bằng Machine Learning như thế nào? (Phần 2),3,138,67,0,2,71,41,4610
7 design pattern để tái cấu trúc MVC components trong Rails △,9,257,456,5,6,359,120,275
Code tởm #4: Method phì độn,3,57,37,0,0,33,66,1092
Giới thiệu về gem Simple Command trong Rails,0,23,37,0,0,8,20,237
Firebase In-App Messaging iOS,7,74,78,0,0,56,54,476
7 lý do bạn nên chọn Flask Framework,0,158,99,13,0,14,37,1229
Tìm hiểu thư viện Android Architecture Components,0,86,69,0,2,23,53,1155
Time zone aware columns in Rails 5,43,128,76,10,4,79,67,68
Tự động trả lời tin nhắn thông minh và hài hước qua facebook messenger sử dụng Node.js và Simsimi,0,30,15,0,2,7,20,1231
Tạo các request API phức tạp với RxJava2 trong Kotlin,16,184,116,2,5,15,69,732
In-App purchase và  chiến lược test - Seminar Group - SaiGon QA Team,0,25,7,0,0,4,13,86
Clean code - P3,2,31,34,0,0,27,28,336
Remote push và Local push notifications trong iOS,3,182,204,0,4,58,73,3948
Sử dụng MessagePack cho websocket trong Phoenix,20,89,86,0,5,62,48,360
Tạo một AccordionView bằng cách sử dụng ConstraintLayout (Phần 1),5,74,69,2,0,29,33,148
"Không biết Deep Learning vẫn làm được Deep Learning với AutoML: Bài toán phát hiện ảnh ""nhạy cảm"".",1,164,55,0,4,32,84,1966
Twilio SMS (P1),1,78,39,0,0,25,81,1848
Hướng dẫn config proguard cho library module,0,38,55,0,0,21,20,709
Cách tốt hơn để cập nhật RecycleView,2,109,44,2,2,49,43,661
Giới thiệu Hooks trong React v16.7.0-alpha,10,29,73,3,4,22,27,706
Debug Chuỗi JSON trực tuyến nhanh chóng,0,62,26,0,0,1,36,392
AWS từ con số 0 : Tổng quan,1,201,44,2,1,25,67,2232
Hiểu về Regular expression: Xử lý ngôn ngữ tự nhiên đơn giản hơn với Python,7,293,32,0,68,65,185,1574
Các sai lầm thường mắc phải khi Debug,0,113,75,0,1,8,88,489
Cùng tìm hiểu về Kotlin coroutines,9,188,135,3,1,95,166,4002
Cùng tìm hiểu Coroutines trong Kotlin - Phần 1,1,75,174,0,4,49,59,2127
"Service Object sẽ giúp cho codes của bạn nhỏ gọn, dễ test và dễ bảo trì hơn",0,143,114,2,0,11,49,281
HYBRID AUTOMATION FRAMEWORK (Python test automation) - Phần 1,2,27,30,0,0,14,25,285
"Sự khác nhau giữa đơn vị ""em"" và ""rem""",3,65,35,2,3,26,75,362
Angular 2+ và Rails API Authentication - Phần 1: Backend,0,38,72,0,0,12,15,278
"Bệnh ""ảo tưởng sức mạnh"" của các bạn trẻ",3,222,7,0,11,21,177,2944
Một số cách để tối ưu câu truy vấn,19,126,32,2,0,26,127,1449
7 lý do bạn nên chọn Flask Framework,0,159,99,13,0,14,38,538
Bạn đang là kiểu lập trình viên nào?,1,401,77,2,2,83,164,738
Phương thức bảo mật tối thiểu cần phải có cho mọi ứng dụng iOS,8,235,31,0,0,47,66,412
Tìm hiểu về Kubernetes,4,312,410,0,12,160,345,5378
Hướng dẫn thao tác SFTP sử dụng SSH.NET trên C# in WinForms,2,102,39,0,3,35,54,1364
Giới thiệu Adaptive Icon trong Android,0,70,37,0,0,16,23,766
Unit Test là gì?,0,326,67,15,0,45,119,15033
Một số mẹo và thủ thuật TypeScript,15,163,55,6,2,32,68,494
Tải ảnh trực tiếp lên amazon S3 bằng Jquery FileUpload,5,130,107,0,33,49,120,444
"Trò chuyện với Lê Viết Quốc(Quoc Le), chuyên gia trí tuệ nhân tạo phía sau sự thành công của Google AutoML",5,513,71,0,6,81,223,954
Closure in Javascript,1,48,76,0,3,33,28,225
Quá nhiều thứ để học nhưng lại có quá ít thời gian,3,288,22,0,0,21,155,1127
Docker: Compose and Rails,12,50,105,0,0,12,30,445
"Đôi điều về Map, WeakMap trong Js",1,33,35,0,0,12,22,334
Eigenclasses trong ruby - Ẩn số thú vị,3,64,80,0,19,46,57,148
xây dựng hệ thống API trên Rails với công cụ Grape API và Grape-Entity (phần 1),2,47,54,5,2,13,37,102
CẤU HÌNH RAID TRÊN SERVER,7,101,84,9,2,83,81,4268
Cấu trúc dữ liệu B+Tree và ứng dụng trong bài toán xử lý tập có thứ tự,5,350,279,0,38,34,294,1990
Microservices là gì?,2,184,92,0,2,25,67,12294
Giới thiệu về Thư viện ReactPHP,3,124,69,0,8,42,110,884
How to Keep your Customers Happy with Better Delivery Management Software?,146,0,99,3,11,126,0,45
50 project open-source Javascript phổ biến nhất trên Github 2018 (phần II),2,164,138,0,3,71,51,1400
Android ExpandableListView trong NavigationView,0,17,69,0,0,66,16,328
E-mail hoạt động như thế nào?,3,232,256,0,0,118,168,1558
Lecture 2: Simple Word Vector representations: Word2vec,1,199,37,0,23,60,112,1258
Học TensorFlow với JavaScript,0,43,40,0,0,5,26,1142
Docker for Beginner [Part II],3,126,154,0,7,9,91,592
Tạo trình xem stream với ExoPlayer,0,11,16,0,1,11,6,504
